"TOA5","DanaFk._297","CR800","15297","CR800.Std.11","CPU:DanaFk082114.CR8","42213","T15min"
"2021-06-12 10:15:00",226868,13.46,0.954,8,0.9,1.094,0.14
"2021-06-12 10:30:00",226869,13.43,0.951,8.21,0.9,1.091,0.14
"2021-06-12 10:45:00",226870,13.41,0.951,8.45,0.9,1.091,0.14
"2021-06-12 11:00:00",226871,13.39,0.951,8.71,0.9,1.091,0.14
"2021-06-12 11:15:00",226872,13.37,0.956,8.99,0.9,1.096,0.14
"2021-06-12 11:30:00",226873,13.37,0.95,9.3,0.9,1.09,0.14
"2021-06-12 11:45:00",226874,13.37,0.95,9.62,0.9,1.09,0.14
"2021-06-12 12:00:00",226875,13.36,0.948,9.95,0.9,1.088,0.14
"2021-06-12 12:15:00",226876,13.35,0.948,10.29,0.9,1.089,0.14
"2021-06-12 12:30:00",226877,13.34,0.953,10.66,0.9,1.093,0.14
"2021-06-12 12:45:00",226878,13.33,0.948,11.04,0.9,1.088,0.14
"2021-06-12 13:00:00",226879,13.32,0.947,11.43,0.9,1.088,0.14
"2021-06-12 13:15:00",226880,13.32,0.945,11.81,0.9,1.085,0.14
"2021-06-12 13:30:00",226881,13.31,0.945,12.22,0.9,1.086,0.14
"2021-06-12 13:45:00",226882,13.31,0.944,12.6,0.9,1.084,0.14
"2021-06-12 14:00:00",226883,13.3,0.943,12.98,0.9,1.084,0.14
"2021-06-12 14:15:00",226884,13.28,0.94,13.34,0.9,1.08,0.14
"2021-06-12 14:30:00",226885,13.28,0.936,13.67,0.9,1.077,0.14
"2021-06-12 14:45:00",226886,13.27,0.936,13.98,0.9,1.077,0.14
"2021-06-12 15:00:00",226887,13.26,0.936,14.28,0.9,1.077,0.14
"2021-06-12 15:15:00",226888,13.26,0.934,14.55,0.9,1.074,0.14
"2021-06-12 15:30:00",226889,13.26,0.933,14.8,0.9,1.074,0.14
"2021-06-12 15:45:00",226890,13.26,0.932,14.99,0.9,1.072,0.14
"2021-06-12 16:00:00",226891,13.25,0.931,15.16,0.9,1.072,0.14
"2021-06-12 16:15:00",226892,13.25,0.928,15.3,0.9,1.069,0.14
"2021-06-12 16:30:00",226893,13.24,0.932,15.4,0.9,1.072,0.14
"2021-06-12 16:45:00",226894,13.23,0.93,15.48,0.9,1.07,0.14
"2021-06-12 17:00:00",226895,13.24,0.928,15.51,0.9,1.069,0.14
"2021-06-12 17:15:00",226896,13.25,0.927,15.53,0.9,1.068,0.14
"2021-06-12 17:30:00",226897,13.26,0.926,15.51,0.9,1.067,0.14
"2021-06-12 17:45:00",226898,13.28,0.924,15.47,0.9,1.065,0.14
"2021-06-12 18:00:00",226899,13.28,0.925,15.4,0.9,1.065,0.14
"2021-06-12 18:15:00",226900,13.25,0.924,15.31,0.9,1.065,0.14
"2021-06-12 18:30:00",226901,13.22,0.924,15.22,0.9,1.064,0.14
"2021-06-12 18:45:00",226902,13.2,0.924,15.1,0.9,1.065,0.14
"2021-06-12 19:00:00",226903,13.18,0.926,15,0.9,1.067,0.14
"2021-06-12 19:15:00",226904,13.16,0.926,14.89,0.9,1.067,0.14
"2021-06-12 19:30:00",226905,13.13,0.924,14.79,0.9,1.065,0.14
"2021-06-12 19:45:00",226906,13.12,0.929,14.7,0.9,1.07,0.14
"2021-06-12 20:00:00",226907,13.1,0.928,14.59,0.9,1.068,0.14
"2021-06-12 20:15:00",226908,13.09,0.932,14.48,0.9,1.072,0.14
"2021-06-12 20:30:00",226909,13.07,0.933,14.36,0.9,1.073,0.14
"2021-06-12 20:45:00",226910,13.05,0.939,14.23,0.9,1.079,0.14
"2021-06-12 21:00:00",226911,13.04,0.942,14.1,0.9,1.082,0.14
"2021-06-12 21:15:00",226912,13.03,0.942,13.97,0.9,1.083,0.14
"2021-06-12 21:30:00",226913,13.02,0.945,13.84,0.9,1.085,0.14
"2021-06-12 21:45:00",226914,13,0.947,13.72,0.9,1.088,0.14
"2021-06-12 22:00:00",226915,12.99,0.955,13.59,0.9,1.095,0.14
"2021-06-12 22:15:00",226916,12.98,0.955,13.46,0.9,1.096,0.14
"2021-06-12 22:30:00",226917,12.96,0.958,13.34,0.9,1.098,0.14
"2021-06-12 22:45:00",226918,12.95,0.957,13.21,0.9,1.097,0.14
"2021-06-12 23:00:00",226919,12.94,0.961,13.08,0.9,1.101,0.14
"2021-06-12 23:15:00",226920,12.93,0.963,12.95,0.9,1.104,0.14
"2021-06-12 23:30:00",226921,12.92,0.966,12.81,0.9,1.107,0.14
"2021-06-12 23:45:00",226922,12.91,0.963,12.67,0.9,1.103,0.14
"2021-06-13 00:00:00",226923,12.9,0.968,12.52,0.9,1.108,0.14
"2021-06-13 00:15:00",226924,12.88,0.969,12.37,0.9,1.11,0.14
"2021-06-13 00:30:00",226925,12.87,0.965,12.22,0.9,1.105,0.14
"2021-06-13 00:45:00",226926,12.86,0.97,12.05,0.9,1.111,0.14
"2021-06-13 01:00:00",226927,12.85,0.968,11.88,0.9,1.109,0.14
"2021-06-13 01:15:00",226928,12.84,0.969,11.72,0.9,1.109,0.14
"2021-06-13 01:30:00",226929,12.83,0.969,11.54,0.9,1.109,0.14
"2021-06-13 01:45:00",226930,12.82,0.972,11.36,0.9,1.112,0.14
"2021-06-13 02:00:00",226931,12.8,0.97,11.19,0.9,1.111,0.14
"2021-06-13 02:15:00",226932,12.79,0.97,11.01,0.9,1.11,0.14
"2021-06-13 02:30:00",226933,12.78,0.974,10.84,0.9,1.115,0.14
"2021-06-13 02:45:00",226934,12.77,0.971,10.68,0.9,1.111,0.14
"2021-06-13 03:00:00",226935,12.76,0.972,10.5,0.9,1.112,0.14
"2021-06-13 03:15:00",226936,12.75,0.971,10.35,0.9,1.111,0.14
"2021-06-13 03:30:00",226937,12.74,0.968,10.19,0.9,1.109,0.14
"2021-06-13 03:45:00",226938,12.73,0.971,10.04,0.9,1.112,0.14
"2021-06-13 04:00:00",226939,12.72,0.969,9.89,0.9,1.109,0.14
"2021-06-13 04:15:00",226940,12.71,0.966,9.73,0.9,1.106,0.14
"2021-06-13 04:30:00",226941,12.71,0.966,9.58,0.9,1.106,0.14
"2021-06-13 04:45:00",226942,12.69,0.969,9.43,0.9,1.109,0.14
"2021-06-13 05:00:00",226943,12.68,0.968,9.29,0.9,1.108,0.14
"2021-06-13 05:15:00",226944,12.67,0.968,9.14,0.9,1.108,0.14
"2021-06-13 05:30:00",226945,12.67,0.967,9,0.9,1.108,0.14
"2021-06-13 05:45:00",226946,12.66,0.963,8.87,0.9,1.103,0.14
"2021-06-13 06:00:00",226947,12.65,0.966,8.73,0.9,1.106,0.14
"2021-06-13 06:15:00",226948,12.63,0.966,8.6,0.9,1.106,0.14
"2021-06-13 06:30:00",226949,12.63,0.965,8.48,0.9,1.105,0.14
"2021-06-13 06:45:00",226950,12.62,0.965,8.36,0.9,1.106,0.14
"2021-06-13 07:00:00",226951,12.61,0.964,8.25,0.9,1.105,0.14
"2021-06-13 07:15:00",226952,12.62,0.961,8.15,0.9,1.102,0.14
"2021-06-13 07:30:00",226953,12.67,0.962,8.06,0.9,1.103,0.14
"2021-06-13 07:45:00",226954,12.74,0.961,8.01,0.9,1.101,0.14
"2021-06-13 08:00:00",226955,12.85,0.964,7.989,0.9,1.104,0.14
"2021-06-13 08:15:00",226956,12.98,0.96,7.996,0.9,1.101,0.14
"2021-06-13 08:30:00",226957,13.15,0.964,8.03,0.9,1.104,0.14
"2021-06-13 08:45:00",226958,13.4,0.963,8.08,0.9,1.103,0.14
"2021-06-13 09:00:00",226959,13.54,0.959,8.17,0.9,1.099,0.14
"2021-06-13 09:15:00",226960,13.51,0.961,8.27,0.9,1.101,0.14
"2021-06-13 09:30:00",226961,13.49,0.961,8.4,0.9,1.101,0.14
"2021-06-13 09:45:00",226962,13.46,0.961,8.55,0.9,1.102,0.14
"2021-06-13 10:00:00",226963,13.44,0.958,8.74,0.9,1.099,0.14
"2021-06-13 10:15:00",226964,13.42,0.96,8.93,0.9,1.1,0.14
"2021-06-13 10:30:00",226965,13.4,0.961,9.12,0.9,1.101,0.14
"2021-06-13 10:45:00",226966,13.38,0.96,9.35,0.9,1.101,0.14
"2021-06-13 11:00:00",226967,13.36,0.958,9.59,0.9,1.098,0.14
"2021-06-13 11:15:00",226968,13.35,0.958,9.87,0.9,1.099,0.14
"2021-06-13 11:30:00",226969,13.35,0.957,10.16,0.9,1.097,0.14
"2021-06-13 11:45:00",226970,13.35,0.956,10.47,0.9,1.096,0.14
"2021-06-13 12:00:00",226971,13.34,0.955,10.79,0.9,1.096,0.14
"2021-06-13 12:15:00",226972,13.34,0.955,11.12,0.9,1.095,0.14
"2021-06-13 12:30:00",226973,13.32,0.956,11.48,0.9,1.096,0.14
"2021-06-13 12:45:00",226974,13.31,0.955,11.83,0.9,1.095,0.14
"2021-06-13 13:00:00",226975,13.31,0.951,12.21,0.9,1.091,0.14
"2021-06-13 13:15:00",226976,13.31,0.95,12.56,0.9,1.091,0.14
"2021-06-13 13:30:00",226977,13.31,0.95,12.94,0.9,1.09,0.14
"2021-06-13 13:45:00",226978,13.3,0.949,13.33,0.9,1.09,0.14
"2021-06-13 14:00:00",226979,13.29,0.946,13.69,0.9,1.087,0.14
"2021-06-13 14:15:00",226980,13.28,0.947,14.06,0.9,1.088,0.14
"2021-06-13 14:30:00",226981,13.28,0.945,14.42,0.9,1.085,0.14
"2021-06-13 14:45:00",226982,13.27,0.941,14.76,0.9,1.082,0.14
"2021-06-13 15:00:00",226983,13.27,0.945,15.07,0.9,1.086,0.14
"2021-06-13 15:15:00",226984,13.27,0.938,15.34,0.9,1.079,0.14
"2021-06-13 15:30:00",226985,13.27,0.938,15.56,0.9,1.078,0.14
"2021-06-13 15:45:00",226986,13.27,0.938,15.77,0.9,1.078,0.14
"2021-06-13 16:00:00",226987,13.26,0.934,15.9,0.9,1.074,0.14
"2021-06-13 16:15:00",226988,13.26,0.929,16.01,0.9,1.07,0.14
"2021-06-13 16:30:00",226989,13.26,0.931,16.08,0.9,1.071,0.14
"2021-06-13 16:45:00",226990,13.25,0.929,16.1,0.9,1.07,0.14
"2021-06-13 17:00:00",226991,13.25,0.93,16.08,0.9,1.07,0.14
"2021-06-13 17:15:00",226992,13.27,0.932,16.03,0.9,1.073,0.14
"2021-06-13 17:30:00",226993,13.28,0.927,15.97,0.9,1.068,0.14
"2021-06-13 17:45:00",226994,13.29,0.927,15.91,0.9,1.067,0.14
"2021-06-13 18:00:00",226995,13.3,0.927,15.85,0.9,1.068,0.14
"2021-06-13 18:15:00",226996,13.27,0.925,15.78,0.9,1.065,0.14
"2021-06-13 18:30:00",226997,13.24,0.924,15.71,0.9,1.065,0.14
"2021-06-13 18:45:00",226998,13.22,0.925,15.63,0.9,1.065,0.14
"2021-06-13 19:00:00",226999,13.19,0.926,15.54,0.9,1.066,0.14
"2021-06-13 19:15:00",227000,13.17,0.927,15.44,0.9,1.068,0.14
"2021-06-13 19:30:00",227001,13.16,0.928,15.34,0.9,1.069,0.14
"2021-06-13 19:45:00",227002,13.14,0.929,15.24,0.9,1.069,0.14
"2021-06-13 20:00:00",227003,13.12,0.931,15.14,0.9,1.071,0.14
"2021-06-13 20:15:00",227004,13.1,0.931,15.03,0.9,1.072,0.14
"2021-06-13 20:30:00",227005,13.09,0.934,14.91,0.9,1.075,0.14
"2021-06-13 20:45:00",227006,13.08,0.939,14.78,0.9,1.08,0.14
"2021-06-13 21:00:00",227007,13.06,0.943,14.66,0.9,1.083,0.14
"2021-06-13 21:15:00",227008,13.05,0.941,14.54,0.9,1.082,0.14
"2021-06-13 21:30:00",227009,13.03,0.947,14.42,0.9,1.088,0.14
"2021-06-13 21:45:00",227010,13.02,0.954,14.29,0.9,1.094,0.14
"2021-06-13 22:00:00",227011,13.01,0.956,14.16,0.9,1.096,0.14
"2021-06-13 22:15:00",227012,12.99,0.961,14.02,0.9,1.101,0.14
"2021-06-13 22:30:00",227013,12.99,0.961,13.88,0.9,1.101,0.14
"2021-06-13 22:45:00",227014,12.96,0.963,13.74,0.9,1.103,0.14
"2021-06-13 23:00:00",227015,12.95,0.965,13.6,0.9,1.105,0.14
"2021-06-13 23:15:00",227016,12.94,0.967,13.44,0.9,1.107,0.14
"2021-06-13 23:30:00",227017,12.93,0.969,13.27,0.9,1.109,0.14
"2021-06-13 23:45:00",227018,12.92,0.974,13.11,0.9,1.114,0.14
"2021-06-14 00:00:00",227019,12.91,0.97,12.93,0.9,1.111,0.14
"2021-06-14 00:15:00",227020,12.9,0.972,12.75,0.9,1.112,0.14
"2021-06-14 00:30:00",227021,12.89,0.974,12.56,0.9,1.114,0.14
"2021-06-14 00:45:00",227022,12.88,0.975,12.37,0.9,1.116,0.14
"2021-06-14 01:00:00",227023,12.86,0.972,12.18,0.9,1.113,0.14
"2021-06-14 01:15:00",227024,12.85,0.977,11.97,0.9,1.118,0.14
"2021-06-14 01:30:00",227025,12.84,0.975,11.78,0.9,1.116,0.14
"2021-06-14 01:45:00",227026,12.83,0.975,11.6,0.9,1.116,0.14
"2021-06-14 02:00:00",227027,12.82,0.974,11.39,0.9,1.114,0.14
"2021-06-14 02:15:00",227028,12.81,0.975,11.2,0.9,1.115,0.14
"2021-06-14 02:30:00",227029,12.8,0.973,11.02,0.9,1.114,0.14
"2021-06-14 02:45:00",227030,12.79,0.972,10.85,0.9,1.113,0.14
"2021-06-14 03:00:00",227031,12.78,0.972,10.67,0.9,1.113,0.14
"2021-06-14 03:15:00",227032,12.77,0.975,10.49,0.9,1.116,0.14
"2021-06-14 03:30:00",227033,12.75,0.973,10.32,0.9,1.114,0.14
"2021-06-14 03:45:00",227034,12.74,0.973,10.15,0.9,1.113,0.14
"2021-06-14 04:00:00",227035,12.73,0.971,9.98,0.9,1.112,0.14
"2021-06-14 04:15:00",227036,12.72,0.973,9.82,0.9,1.114,0.14
"2021-06-14 04:30:00",227037,12.71,0.971,9.66,0.9,1.111,0.14
"2021-06-14 04:45:00",227038,12.71,0.97,9.51,0.9,1.11,0.14
"2021-06-14 05:00:00",227039,12.7,0.969,9.35,0.9,1.11,0.14
"2021-06-14 05:15:00",227040,12.69,0.97,9.2,0.9,1.111,0.14
"2021-06-14 05:30:00",227041,12.68,0.968,9.05,0.9,1.108,0.14
"2021-06-14 05:45:00",227042,12.67,0.967,8.9,0.9,1.108,0.14
"2021-06-14 06:00:00",227043,12.65,0.97,8.76,0.9,1.111,0.14
"2021-06-14 06:15:00",227044,12.65,0.966,8.62,0.9,1.106,0.14
"2021-06-14 06:30:00",227045,12.64,0.968,8.48,0.9,1.108,0.14
"2021-06-14 06:45:00",227046,12.63,0.968,8.35,0.9,1.108,0.14
"2021-06-14 07:00:00",227047,12.62,0.965,8.24,0.9,1.105,0.14
"2021-06-14 07:15:00",227048,12.63,0.968,8.14,0.9,1.108,0.14
"2021-06-14 07:30:00",227049,12.68,0.961,8.05,0.9,1.101,0.14
"2021-06-14 07:45:00",227050,12.75,0.965,7.994,0.9,1.105,0.14
"2021-06-14 08:00:00",227051,12.86,0.966,7.968,0.9,1.106,0.14
"2021-06-14 08:15:00",227052,12.99,0.963,7.97,0.9,1.103,0.14
"2021-06-14 08:30:00",227053,13.16,0.96,8,0.9,1.1,0.14
"2021-06-14 08:45:00",227054,13.45,0.962,8.06,0.9,1.103,0.14
"2021-06-14 09:00:00",227055,13.55,0.962,8.14,0.9,1.103,0.14
"2021-06-14 09:15:00",227056,13.52,0.962,8.24,0.9,1.102,0.14
"2021-06-14 09:30:00",227057,13.5,0.963,8.35,0.9,1.103,0.14
"2021-06-14 09:45:00",227058,13.47,0.964,8.48,0.9,1.104,0.14
"2021-06-14 10:00:00",227059,13.46,0.962,8.65,0.9,1.102,0.14
"2021-06-14 10:15:00",227060,13.44,0.96,8.84,0.9,1.101,0.14
"2021-06-14 10:30:00",227061,13.42,0.961,9.03,0.9,1.101,0.14
"2021-06-14 10:45:00",227062,13.39,0.955,9.25,0.9,1.095,0.14
"2021-06-14 11:00:00",227063,13.38,0.956,9.5,0.9,1.096,0.14
"2021-06-14 11:15:00",227064,13.37,0.957,9.77,0.9,1.097,0.14
"2021-06-14 11:30:00",227065,13.37,0.954,10.05,0.9,1.094,0.14
"2021-06-14 11:45:00",227066,13.37,0.957,10.34,0.9,1.097,0.14
"2021-06-14 12:00:00",227067,13.36,0.951,10.67,0.9,1.092,0.14
"2021-06-14 12:15:00",227068,13.35,0.953,11,0.9,1.093,0.14
"2021-06-14 12:30:00",227069,13.34,0.948,11.35,0.9,1.088,0.14
"2021-06-14 12:45:00",227070,13.34,0.948,11.71,0.9,1.088,0.14
"2021-06-14 13:00:00",227071,13.33,0.946,12.08,0.9,1.086,0.14
"2021-06-14 13:15:00",227072,13.33,0.945,12.46,0.9,1.085,0.14
"2021-06-14 13:30:00",227073,13.32,0.948,12.82,0.9,1.089,0.14
"2021-06-14 13:45:00",227074,13.32,0.946,13.19,0.9,1.086,0.14
"2021-06-14 14:00:00",227075,13.31,0.942,13.56,0.9,1.082,0.14
"2021-06-14 14:15:00",227076,13.3,0.942,13.87,0.9,1.082,0.14
"2021-06-14 14:30:00",227077,13.29,0.938,14.17,0.9,1.078,0.14
"2021-06-14 14:45:00",227078,13.28,0.937,14.45,0.9,1.077,0.14
"2021-06-14 15:00:00",227079,13.27,0.936,14.72,0.9,1.076,0.14
"2021-06-14 15:15:00",227080,13.27,0.933,14.95,0.9,1.074,0.14
"2021-06-14 15:30:00",227081,13.27,0.933,15.15,0.9,1.073,0.14
"2021-06-14 15:45:00",227082,13.27,0.93,15.32,0.9,1.07,0.14
"2021-06-14 16:00:00",227083,13.26,0.931,15.48,0.9,1.072,0.14
"2021-06-14 16:15:00",227084,13.26,0.931,15.6,0.9,1.071,0.14
"2021-06-14 16:30:00",227085,13.26,0.928,15.68,0.9,1.069,0.14
"2021-06-14 16:45:00",227086,13.25,0.925,15.74,0.9,1.065,0.14
"2021-06-14 17:00:00",227087,13.25,0.924,15.77,0.9,1.064,0.14
"2021-06-14 17:15:00",227088,13.27,0.923,15.75,0.9,1.063,0.14
"2021-06-14 17:30:00",227089,13.28,0.923,15.71,0.9,1.064,0.14
"2021-06-14 17:45:00",227090,13.29,0.921,15.66,0.9,1.061,0.14
"2021-06-14 18:00:00",227091,13.29,0.92,15.57,0.9,1.061,0.14
"2021-06-14 18:15:00",227092,13.26,0.921,15.44,0.9,1.061,0.14
"2021-06-14 18:30:00",227093,13.23,0.919,15.31,0.9,1.059,0.14
"2021-06-14 18:45:00",227094,13.21,0.922,15.16,0.9,1.062,0.14
"2021-06-14 19:00:00",227095,13.19,0.92,14.98,0.9,1.06,0.14
"2021-06-14 19:15:00",227096,13.17,0.92,14.81,0.9,1.06,0.14
"2021-06-14 19:30:00",227097,13.15,0.919,14.64,0.9,1.059,0.14
"2021-06-14 19:45:00",227098,13.13,0.92,14.46,0.9,1.06,0.14
"2021-06-14 20:00:00",227099,13.11,0.922,14.3,0.9,1.063,0.14
"2021-06-14 20:15:00",227100,13.1,0.921,14.12,0.9,1.061,0.14
"2021-06-14 20:30:00",227101,13.09,0.925,13.93,0.9,1.065,0.14
"2021-06-14 20:45:00",227102,13.07,0.927,13.74,0.9,1.067,0.14
"2021-06-14 21:00:00",227103,13.06,0.926,13.56,0.9,1.067,0.14
"2021-06-14 21:15:00",227104,13.04,0.929,13.37,0.9,1.07,0.14
"2021-06-14 21:30:00",227105,13.03,0.931,13.2,0.9,1.072,0.14
"2021-06-14 21:45:00",227106,13.01,0.934,13.05,0.9,1.074,0.14
"2021-06-14 22:00:00",227107,13,0.937,12.92,0.9,1.078,0.14
"2021-06-14 22:15:00",227108,12.99,0.939,12.78,0.9,1.079,0.14
"2021-06-14 22:30:00",227109,12.98,0.938,12.65,0.9,1.078,0.14
"2021-06-14 22:45:00",227110,12.96,0.941,12.51,0.9,1.082,0.14
"2021-06-14 23:00:00",227111,12.95,0.946,12.38,0.9,1.086,0.14
"2021-06-14 23:15:00",227112,12.94,0.946,12.25,0.9,1.087,0.14
"2021-06-14 23:30:00",227113,12.93,0.943,12.1,0.9,1.084,0.14
"2021-06-14 23:45:00",227114,12.92,0.947,11.96,0.9,1.088,0.14
"2021-06-15 00:00:00",227115,12.9,0.948,11.82,0.9,1.088,0.14
"2021-06-15 00:15:00",227116,12.89,0.95,11.68,0.9,1.091,0.14
"2021-06-15 00:30:00",227117,12.88,0.947,11.53,0.9,1.087,0.14
"2021-06-15 00:45:00",227118,12.87,0.949,11.39,0.9,1.089,0.14
"2021-06-15 01:00:00",227119,12.86,0.949,11.25,0.9,1.09,0.14
"2021-06-15 01:15:00",227120,12.85,0.948,11.09,0.9,1.089,0.14
"2021-06-15 01:30:00",227121,12.84,0.948,10.94,0.9,1.088,0.14
"2021-06-15 01:45:00",227122,12.83,0.945,10.79,0.9,1.086,0.14
"2021-06-15 02:00:00",227123,12.82,0.949,10.65,0.9,1.089,0.14
"2021-06-15 02:15:00",227124,12.8,0.95,10.51,0.9,1.09,0.14
"2021-06-15 02:30:00",227125,12.79,0.949,10.36,0.9,1.09,0.14
"2021-06-15 02:45:00",227126,12.78,0.947,10.22,0.9,1.087,0.14
"2021-06-15 03:00:00",227127,12.77,0.945,10.08,0.9,1.086,0.14
"2021-06-15 03:15:00",227128,12.76,0.949,9.94,0.9,1.089,0.14
"2021-06-15 03:30:00",227129,12.75,0.946,9.8,0.9,1.086,0.14
"2021-06-15 03:45:00",227130,12.74,0.946,9.67,0.9,1.087,0.14
"2021-06-15 04:00:00",227131,12.73,0.948,9.55,0.9,1.089,0.14
"2021-06-15 04:15:00",227132,12.72,0.947,9.42,0.9,1.088,0.14
"2021-06-15 04:30:00",227133,12.71,0.941,9.31,0.9,1.081,0.14
"2021-06-15 04:45:00",227134,12.71,0.943,9.19,0.9,1.083,0.14
"2021-06-15 05:00:00",227135,12.69,0.942,9.08,0.9,1.082,0.14
"2021-06-15 05:15:00",227136,12.68,0.947,8.97,0.9,1.087,0.14
"2021-06-15 05:30:00",227137,12.68,0.942,8.85,0.9,1.082,0.14
"2021-06-15 05:45:00",227138,12.67,0.944,8.74,0.9,1.084,0.14
"2021-06-15 06:00:00",227139,12.66,0.941,8.63,0.9,1.082,0.14
"2021-06-15 06:15:00",227140,12.65,0.941,8.53,0.9,1.081,0.14
"2021-06-15 06:30:00",227141,12.64,0.944,8.43,0.9,1.085,0.14
"2021-06-15 06:45:00",227142,12.63,0.942,8.34,0.9,1.082,0.14
"2021-06-15 07:00:00",227143,12.62,0.941,8.25,0.9,1.081,0.14
"2021-06-15 07:15:00",227144,12.63,0.943,8.17,0.9,1.083,0.14
"2021-06-15 07:30:00",227145,12.67,0.942,8.1,0.9,1.083,0.14
"2021-06-15 07:45:00",227146,12.74,0.94,8.06,0.9,1.08,0.14
"2021-06-15 08:00:00",227147,12.85,0.94,8.04,0.9,1.08,0.14
"2021-06-15 08:15:00",227148,12.98,0.941,8.05,0.9,1.081,0.14
"2021-06-15 08:30:00",227149,13.13,0.941,8.07,0.9,1.081,0.14
"2021-06-15 08:45:00",227150,13.34,0.938,8.12,0.9,1.078,0.14
"2021-06-15 09:00:00",227151,13.49,0.939,8.18,0.9,1.079,0.14
"2021-06-15 09:15:00",227152,13.47,0.939,8.26,0.9,1.08,0.14
"2021-06-15 09:30:00",227153,13.46,0.939,8.36,0.9,1.079,0.14
"2021-06-15 09:45:00",227154,13.44,0.938,8.5,0.9,1.079,0.14
"2021-06-15 10:00:00",227155,13.42,0.939,8.68,0.9,1.08,0.14
"2021-06-15 10:15:00",227156,13.4,0.934,8.87,0.9,1.075,0.14
"2021-06-15 10:30:00",227157,13.39,0.934,9.06,0.9,1.075,0.14
"2021-06-15 10:45:00",227158,13.36,0.934,9.28,0.9,1.075,0.14
"2021-06-15 11:00:00",227159,13.35,0.934,9.52,0.9,1.075,0.14
"2021-06-15 11:15:00",227160,13.34,0.936,9.8,0.9,1.076,0.14
"2021-06-15 11:30:00",227161,13.34,0.933,10.08,0.9,1.074,0.14
"2021-06-15 11:45:00",227162,13.34,0.934,10.41,0.9,1.074,0.14
"2021-06-15 12:00:00",227163,13.33,0.932,10.73,0.9,1.073,0.14
"2021-06-15 12:15:00",227164,13.33,0.931,11.09,0.9,1.071,0.14
"2021-06-15 12:30:00",227165,13.31,0.93,11.44,0.9,1.07,0.14
"2021-06-15 12:45:00",227166,13.3,0.925,11.83,0.9,1.065,0.14
"2021-06-15 13:00:00",227167,13.3,0.927,12.23,0.9,1.067,0.14
"2021-06-15 13:15:00",227168,13.29,0.926,12.6,0.9,1.066,0.14
"2021-06-15 13:30:00",227169,13.29,0.925,13,0.9,1.065,0.14
"2021-06-15 13:45:00",227170,13.28,0.923,13.39,0.9,1.063,0.14
"2021-06-15 14:00:00",227171,13.27,0.922,13.77,0.9,1.062,0.14
"2021-06-15 14:15:00",227172,13.26,0.917,14.12,0.9,1.058,0.14
"2021-06-15 14:30:00",227173,13.26,0.917,14.45,0.9,1.057,0.14
"2021-06-15 14:45:00",227174,13.25,0.917,14.78,0.9,1.057,0.14
"2021-06-15 15:00:00",227175,13.23,0.914,15.06,0.9,1.055,0.14
"2021-06-15 15:15:00",227176,13.22,0.909,15.31,0.9,1.05,0.14
"2021-06-15 15:30:00",227177,13.22,0.911,15.53,0.9,1.052,0.14
"2021-06-15 15:45:00",227178,13.22,0.911,15.71,0.9,1.051,0.14
"2021-06-15 16:00:00",227179,13.21,0.906,15.88,0.9,1.047,0.14
"2021-06-15 16:15:00",227180,13.21,0.907,16.01,0.9,1.047,0.14
"2021-06-15 16:30:00",227181,13.19,0.906,16.14,0.9,1.046,0.14
"2021-06-15 16:45:00",227182,13.19,0.904,16.22,0.9,1.045,0.14
"2021-06-15 17:00:00",227183,13.19,0.902,16.28,0.9,1.043,0.14
"2021-06-15 17:15:00",227184,13.2,0.902,16.31,0.9,1.043,0.14
"2021-06-15 17:30:00",227185,13.22,0.898,16.31,0.9,1.039,0.14
"2021-06-15 17:45:00",227186,13.22,0.902,16.3,0.9,1.042,0.14
"2021-06-15 18:00:00",227187,13.23,0.899,16.27,0.9,1.04,0.14
"2021-06-15 18:15:00",227188,13.2,0.898,16.21,0.9,1.038,0.14
"2021-06-15 18:30:00",227189,13.16,0.899,16.14,0.9,1.039,0.14
"2021-06-15 18:45:00",227190,13.14,0.898,16.05,0.9,1.039,0.14
"2021-06-15 19:00:00",227191,13.12,0.897,15.96,0.9,1.037,0.14
"2021-06-15 19:15:00",227192,13.1,0.897,15.87,0.9,1.037,0.14
"2021-06-15 19:30:00",227193,13.08,0.896,15.78,0.9,1.036,0.14
"2021-06-15 19:45:00",227194,13.07,0.899,15.68,0.9,1.039,0.14
"2021-06-15 20:00:00",227195,13.05,0.898,15.57,0.9,1.038,0.14
"2021-06-15 20:15:00",227196,13.04,0.899,15.45,0.9,1.04,0.14
"2021-06-15 20:30:00",227197,13.02,0.9,15.32,0.9,1.04,0.14
"2021-06-15 20:45:00",227198,13,0.902,15.19,0.9,1.042,0.14
"2021-06-15 21:00:00",227199,12.99,0.902,15.05,0.9,1.042,0.14
"2021-06-15 21:15:00",227200,12.98,0.906,14.92,0.9,1.046,0.14
"2021-06-15 21:30:00",227201,12.96,0.905,14.8,0.9,1.046,0.14
"2021-06-15 21:45:00",227202,12.95,0.908,14.66,0.9,1.048,0.14
"2021-06-15 22:00:00",227203,12.94,0.911,14.51,0.9,1.051,0.14
"2021-06-15 22:15:00",227204,12.93,0.914,14.36,0.9,1.054,0.14
"2021-06-15 22:30:00",227205,12.92,0.913,14.2,0.9,1.053,0.14
"2021-06-15 22:45:00",227206,12.9,0.916,14.04,0.9,1.056,0.14
"2021-06-15 23:00:00",227207,12.89,0.917,13.88,0.9,1.058,0.14
